"team","status","date"
"SMU","Home",2015-01-17
"Navy","Home",2015-01-17
"Bowling Green","Home",2015-01-17
"Pitt","Home",2015-01-17
"Clemson","Home",2015-01-17
"Campbell","Home",2015-01-17
"LA Tech","Home",2015-01-17
"Miss St","Home",2015-01-17
"Delaware","Home",2015-01-17
"Morgan State","Home",2015-01-17
"Coppin State","Home",2015-01-17
"Delaware State","Home",2015-01-17
"MD-E Shore","Home",2015-01-17
"Northwestern St","Home",2015-01-17
"Mercer","Home",2015-01-17
"Coast Carolina","Home",2015-01-17
"Cornell","Home",2015-01-17
"Fair Dickinson","Home",2015-01-17
"Arizona State","Home",2015-01-17
"Nicholls State","Home",2015-01-17
"G Washington","Home",2015-01-17
"Illinois State","Home",2015-01-17
"Georgetown","Home",2015-01-17
"Longwood","Home",2015-01-17
"Incarnate Word","Home",2015-01-17
"Troy","Home",2015-01-17
"South Dakota St","Home",2015-01-17
"FAU","Home",2015-01-17
"UL Monroe","Home",2015-01-17
"Sam Houston","Home",2015-01-17
"N Arizona","Home",2015-01-17
"Santa Clara","Home",2015-01-17
"Richmond","Home",2015-01-17
"FIU","Home",2015-01-17
"San Diego State","Home",2015-01-17
"Utah State","Home",2015-01-17
"Missouri","Home",2015-01-17
"Hampton","Home",2015-01-17
"Norfolk State","Home",2015-01-17
"Texas","Home",2015-01-17
"Southern","Home",2015-01-17
"Alcorn State","Home",2015-01-17
"PV A&M","Home",2015-01-17
"Penn","Home",2015-01-17
"Arizona","Home",2015-01-17
"Oklahoma","Home",2015-01-17
"Fresno State","Home",2015-01-17
"Bucknell","Home",2015-01-17
"Akron","Home",2015-01-17
"Kent State","Home",2015-01-17
"Toledo","Home",2015-01-17
"FGCU","Home",2015-01-17
"Wofford","Home",2015-01-17
"Charlotte","Home",2015-01-17
"Old Dominion","Home",2015-01-17
"LBSU","Home",2015-01-17
"E Kentucky","Home",2015-01-17
"UT Martin","Home",2015-01-17
"Hartford","Home",2015-01-17
"Youngstown St","Home",2015-01-17
"Wright State","Home",2015-01-17
"Northeastern","Home",2015-01-17
"Alabama A&M","Home",2015-01-17
"SE Missouri St","Home",2015-01-17
"Cincinnati","Home",2015-01-17
"Creighton","Home",2015-01-17
"Presbyterian","Home",2015-01-17
"Oral Roberts","Home",2015-01-17
"Pepperdine","Home",2015-01-17
"Southern Miss","Home",2015-01-17
"Houston Baptist","Home",2015-01-17
"Murray State","Home",2015-01-17
"JMU","Home",2015-01-17
"Arkansas State","Home",2015-01-17
"Michigan","Home",2015-01-17
"LA-Lafayette","Home",2015-01-17
"Austin Peay","Home",2015-01-17
"Auburn","Home",2015-01-17
"Texas Southern","Home",2015-01-17
"Iowa State","Home",2015-01-17
"Southern Utah","Home",2015-01-17
"Montana","Home",2015-01-17
"Stanford","Home",2015-01-17
"Washington St","Home",2015-01-17
"CS Fullerton","Home",2015-01-17
"Arkansas","Home",2015-01-17
"Pacific","Home",2015-01-17
"CSU Bakersfield","Home",2015-01-17
"San Jose State","Home",2015-01-17
"CS Northridge","Home",2015-01-17
"Portland State","Home",2015-01-17
"Sacramento St","Home",2015-01-17
"Seattle","Home",2015-01-17
"Saint Mary's","Home",2015-01-17
"UC Riverside","Home",2015-01-17
"Boston U","Away",2015-01-18
"Sacred Heart","Away",2015-01-18
"Indiana","Away",2015-01-18
"Siena","Away",2015-01-18
"Rider","Away",2015-01-18
"Iona","Away",2015-01-18
"IUPUI","Away",2015-01-18
"St Francis (BKN)","Away",2015-01-18
"St John's","Away",2015-01-18
"Saint Joe's","Away",2015-01-18
"Quinnipiac","Away",2015-01-18
"Albion","Away",2015-01-18
"Missouri State","Away",2015-01-18
"Fairfield","Away",2015-01-18
"Boise State","Away",2015-01-18
"Loyola (CHI)","Away",2015-01-18
"VT","Away",2015-01-18
"Oregon","Away",2015-01-18
"Loyola (MD)","Home",2015-01-18
"Robert Morris","Home",2015-01-18
"Illinois","Home",2015-01-18
"Niagara","Home",2015-01-18
"Manhattan","Home",2015-01-18
"Canisius","Home",2015-01-18
"Omaha","Home",2015-01-18
"St Francis (PA)","Home",2015-01-18
"DePaul","Home",2015-01-18
"St Bonaventure","Home",2015-01-18
"Marist","Home",2015-01-18
"Oakland","Home",2015-01-18
"Northern Iowa","Home",2015-01-18
"Monmouth","Home",2015-01-18
"New Mexico","Home",2015-01-18
"S Illinois","Home",2015-01-18
"UNC","Home",2015-01-18
"Washington","Home",2015-01-18
"Hartford","Away",2015-01-19
"NJIT","Away",2015-01-19
"Detroit","Away",2015-01-19
"UMass Lowell","Away",2015-01-19
"Bethune-Cookman","Away",2015-01-19
"Pitt","Away",2015-01-19
"Texas","Away",2015-01-19
"Longwood","Away",2015-01-19
"Albany","Away",2015-01-19
"Binghamton","Away",2015-01-19
"Tusculum","Away",2015-01-19
"UNC Asheville","Away",2015-01-19
"S Carolina St","Away",2015-01-19
"Florida A&M","Away",2015-01-19
"Savannah State","Away",2015-01-19
"Cent Arkansas","Away",2015-01-19
"SE Louisiana","Away",2015-01-19
"New Orleans","Away",2015-01-19
"AR-Little Rock","Away",2015-01-19
"Texas State","Away",2015-01-19
"NC Central","Away",2015-01-19
"Georgia State","Away",2015-01-19
"UL Monroe","Away",2015-01-19
"NC A&T","Away",2015-01-19
"Appalachian St","Away",2015-01-19
"AR-Pine Bluff","Away",2015-01-19
"Jackson State","Away",2015-01-19
"Villanova","Away",2015-01-19
"Oklahoma","Away",2015-01-19
"FSU","Away",2015-01-19
"Miss Valley St","Away",2015-01-19
"Grambling St","Away",2015-01-19
"UMBC","Home",2015-01-19
"Maine","Home",2015-01-19
"Northeastern","Home",2015-01-19
"UNH","Home",2015-01-19
"Morgan State","Home",2015-01-19
"Duke","Home",2015-01-19
"TCU","Home",2015-01-19
"High Point","Home",2015-01-19
"Stony Brook","Home",2015-01-19
"UVM","Home",2015-01-19
"East Tenn St","Home",2015-01-19
"Charleston So","Home",2015-01-19
"MD-E Shore","Home",2015-01-19
"Coppin State","Home",2015-01-19
"Delaware State","Home",2015-01-19
"Houston Baptist","Home",2015-01-19
"Lamar","Home",2015-01-19
"SF Austin","Home",2015-01-19
"South Alabama","Home",2015-01-19
"UT-Arlington","Home",2015-01-19
"Hampton","Home",2015-01-19
"Arkansas State","Home",2015-01-19
"LA-Lafayette","Home",2015-01-19
"Norfolk State","Home",2015-01-19
"Troy","Home",2015-01-19
"Alcorn State","Home",2015-01-19
"Texas Southern","Home",2015-01-19
"Georgetown","Home",2015-01-19
"Kansas","Home",2015-01-19
"Clemson","Home",2015-01-19
"Southern","Home",2015-01-19
"PV A&M","Home",2015-01-19
"Harvard","Away",2015-01-20
"Michigan","Away",2015-01-20
"Kansas State","Away",2015-01-20
"Boston College","Away",2015-01-20
"LSU","Away",2015-01-20
"Ole Miss","Away",2015-01-20
"Valparaiso","Away",2015-01-20
"Dayton","Away",2015-01-20
"Sam Houston","Away",2015-01-20
"Abil Christian","Away",2015-01-20
"Northwestern St","Away",2015-01-20
"UIC","Away",2015-01-20
"Wright State","Away",2015-01-20
"Illinois State","Away",2015-01-20
"Minnesota","Away",2015-01-20
"Vanderbilt","Away",2015-01-20
"Iowa","Away",2015-01-20
"Tennessee","Away",2015-01-20
"San Diego State","Away",2015-01-20
"Utah State","Away",2015-01-20
"Bryant","Home",2015-01-20
"Rutgers","Home",2015-01-20
"Iowa State","Home",2015-01-20
"Syracuse","Home",2015-01-20
"Florida","Home",2015-01-20
"Georgia","Home",2015-01-20
"Youngstown St","Home",2015-01-20
"Davidson","Home",2015-01-20
"Nicholls State","Home",2015-01-20
"McNeese State","Home",2015-01-20
"Texas A&M-CC","Home",2015-01-20
"Green Bay","Home",2015-01-20
"Milwaukee","Home",2015-01-20
"Drake","Home",2015-01-20
"Nebraska","Home",2015-01-20
"Kentucky","Home",2015-01-20
"Wisconsin","Home",2015-01-20
"South Carolina","Home",2015-01-20
"Air Force","Home",2015-01-20
"Nevada","Home",2015-01-20
"UNC","Away",2015-01-21
"Quinnipiac","Away",2015-01-21
"Houston","Away",2015-01-21
"Memphis","Away",2015-01-21
"Colgate","Away",2015-01-21
"Navy","Away",2015-01-21
"American U","Away",2015-01-21
"E Michigan","Away",2015-01-21
"W Michigan","Away",2015-01-21
"Toledo","Away",2015-01-21
"Ohio","Away",2015-01-21
"Buffalo","Away",2015-01-21
"Marquette","Away",2015-01-21
"Penn State","Away",2015-01-21
"Missouri","Away",2015-01-21
"William & Mary","Away",2015-01-21
"Drexel","Away",2015-01-21
"UMass","Away",2015-01-21
"Lafayette","Away",2015-01-21
"UNC-Wilmington","Away",2015-01-21
"Indiana State","Away",2015-01-21
"Huston-Tillotson","Away",2015-01-21
"Bradley","Away",2015-01-21
"Evansville","Away",2015-01-21
"Oral Roberts","Away",2015-01-21
"IPFW","Away",2015-01-21
"Bucknell","Away",2015-01-21
"Akron","Away",2015-01-21
"Monmouth","Away",2015-01-21
"Wichita State","Away",2015-01-21
"Washington St","Away",2015-01-21
"Texas Tech","Away",2015-01-21
"SMU","Away",2015-01-21
"Creighton","Away",2015-01-21
"Purdue","Away",2015-01-21
"Miss St","Away",2015-01-21
"Cent Conn St","Away",2015-01-21
"San Jose State","Away",2015-01-21
"New Mexico","Away",2015-01-21
"Wake Forest","Home",2015-01-21
"St Peter's","Home",2015-01-21
"Cincinnati","Home",2015-01-21
"Tulsa","Home",2015-01-21
"Army","Home",2015-01-21
"Lehigh","Home",2015-01-21
"Boston U","Home",2015-01-21
"Bowling Green","Home",2015-01-21
"Miami (OH)","Home",2015-01-21
"Kent State","Home",2015-01-21
"Ball State","Home",2015-01-21
"Cent Michigan","Home",2015-01-21
"St John's","Home",2015-01-21
"Michigan State","Home",2015-01-21
"Texas A&M","Home",2015-01-21
"Delaware","Home",2015-01-21
"Hofstra","Home",2015-01-21
"Saint Joe's","Home",2015-01-21
"Holy Cross","Home",2015-01-21
"Charleston","Home",2015-01-21
"Northern Iowa","Home",2015-01-21
"Baylor","Home",2015-01-21
"S Illinois","Home",2015-01-21
"Loyola (CHI)","Home",2015-01-21
"Denver","Home",2015-01-21
"South Dakota St","Home",2015-01-21
"Loyola (MD)","Home",2015-01-21
"N Illinois","Home",2015-01-21
"Penn","Home",2015-01-21
"Missouri State","Home",2015-01-21
"Utah","Home",2015-01-21
"Oklahoma State","Home",2015-01-21
"Tulane","Home",2015-01-21
"Butler","Home",2015-01-21
"Illinois","Home",2015-01-21
"Auburn","Home",2015-01-21
"St Francis (BKN)","Home",2015-01-21
"Boise State","Home",2015-01-21
"UNLV","Home",2015-01-21
"Stony Brook","Away",2015-01-22
"USF","Away",2015-01-22
"Notre Dame","Away",2015-01-22
"DePaul","Away",2015-01-22
"Iona","Away",2015-01-22
"UCF","Away",2015-01-22
"Xavier","Away",2015-01-22
"FGCU","Away",2015-01-22
"North Florida","Away",2015-01-22
"Stetson","Away",2015-01-22
"VMI","Away",2015-01-22
"The Citadel","Away",2015-01-22
"Mercer","Away",2015-01-22
"Furman","Away",2015-01-22
"Longwood","Away",2015-01-22
"Campbell","Away",2015-01-22
"Coast Carolina","Away",2015-01-22
"High Point","Away",2015-01-22
"Winthrop","Away",2015-01-22
"G Washington","Away",2015-01-22
"St Bonaventure","Away",2015-01-22
"UTSA","Away",2015-01-22
"LIU Brooklyn","Away",2015-01-22
"Fair Dickinson","Away",2015-01-22
"Robert Morris","Away",2015-01-22
"OSU","Away",2015-01-22
"St Francis (PA)","Away",2015-01-22
"Albany","Away",2015-01-22
"Morehead State","Away",2015-01-22
"Alabama","Away",2015-01-22
"UVM","Away",2015-01-22
"Milwaukee","Away",2015-01-22
"Towson","Away",2015-01-22
"JMU","Away",2015-01-22
"La Salle","Away",2015-01-22
"Jacksonville","Away",2015-01-22
"South Alabama","Away",2015-01-22
"Georgia Tech","Away",2015-01-22
"Canisius","Away",2015-01-22
"North Dakota St","Away",2015-01-22
"South Dakota","Away",2015-01-22
"NC State","Away",2015-01-22
"UNC Greensboro","Away",2015-01-22
"Utah Valley","Away",2015-01-22
"Charlotte","Away",2015-01-22
"Old Dominion","Away",2015-01-22
"LA Tech","Away",2015-01-22
"Southern Miss","Away",2015-01-22
"Austin Peay","Away",2015-01-22
"E Kentucky","Away",2015-01-22
"UT Martin","Away",2015-01-22
"UMBC","Away",2015-01-22
"Seattle","Away",2015-01-22
"CSU Bakersfield","Away",2015-01-22
"Arkansas State","Away",2015-01-22
"UT-Arlington","Away",2015-01-22
"Ga Southern","Away",2015-01-22
"Troy","Away",2015-01-22
"Arizona","Away",2015-01-22
"Maryland","Away",2015-01-22
"Portland State","Away",2015-01-22
"N Arizona","Away",2015-01-22
"Grand Canyon","Away",2015-01-22
"UTEP","Away",2015-01-22
"UCLA","Away",2015-01-22
"Murray State","Away",2015-01-22
"Southern Utah","Away",2015-01-22
"Sacramento St","Away",2015-01-22
"N Colorado","Away",2015-01-22
"Washington","Away",2015-01-22
"North Dakota","Away",2015-01-22
"Pacific","Away",2015-01-22
"Pepperdine","Away",2015-01-22
"CS Fullerton","Away",2015-01-22
"UC Irvine","Away",2015-01-22
"UC Riverside","Away",2015-01-22
"Saint Mary's","Away",2015-01-22
"Loyola Mary","Away",2015-01-22
"USC","Away",2015-01-22
"Arizona State","Away",2015-01-22
"UC Davis","Away",2015-01-22
"UMass Lowell","Home",2015-01-22
"Temple","Home",2015-01-22
"VT","Home",2015-01-22
"Seton Hall","Home",2015-01-22
"Rider","Home",2015-01-22
"UConn","Home",2015-01-22
"Providence","Home",2015-01-22
"USC Upstate","Home",2015-01-22
"N Kentucky","Home",2015-01-22
"Kennesaw St","Home",2015-01-22
"Chattanooga","Home",2015-01-22
"East Tenn St","Home",2015-01-22
"W Carolina","Home",2015-01-22
"Wofford","Home",2015-01-22
"Gardner-Webb","Home",2015-01-22
"Presbyterian","Home",2015-01-22
"UNC Asheville","Home",2015-01-22
"Radford","Home",2015-01-22
"Liberty","Home",2015-01-22
"Fordham","Home",2015-01-22
"Duquesne","Home",2015-01-22
"Marshall","Home",2015-01-22
"Bryant","Home",2015-01-22
"Sacred Heart","Home",2015-01-22
"Mt St Mary's","Home",2015-01-22
"Northwestern","Home",2015-01-22
"Wagner","Home",2015-01-22
"Hartford","Home",2015-01-22
"Tenn Tech","Home",2015-01-22
"Arkansas","Home",2015-01-22
"UNH","Home",2015-01-22
"Oakland","Home",2015-01-22
"Elon","Home",2015-01-22
"Northeastern","Home",2015-01-22
"URI","Home",2015-01-22
"Lipscomb","Home",2015-01-22
"Appalachian St","Home",2015-01-22
"UVA","Home",2015-01-22
"Fairfield","Home",2015-01-22
"IUPUI","Home",2015-01-22
"W Illinois","Home",2015-01-22
"Miami (FL)","Home",2015-01-22
"Samford","Home",2015-01-22
"UT Pan American","Home",2015-01-22
"UAB","Home",2015-01-22
"Mid Tennessee","Home",2015-01-22
"North Texas","Home",2015-01-22
"Rice","Home",2015-01-22
"SIU-ED","Home",2015-01-22
"Jacksonville St","Home",2015-01-22
"Belmont","Home",2015-01-22
"Maine","Home",2015-01-22
"Chicago State","Home",2015-01-22
"UMKC","Home",2015-01-22
"LA-Lafayette","Home",2015-01-22
"UL Monroe","Home",2015-01-22
"Texas State","Home",2015-01-22
"AR-Little Rock","Home",2015-01-22
"Stanford","Home",2015-01-22
"Indiana","Home",2015-01-22
"Weber State","Home",2015-01-22
"Montana","Home",2015-01-22
"New Mexico St","Home",2015-01-22
"W Kentucky","Home",2015-01-22
"Oregon State","Home",2015-01-22
"E Illinois","Home",2015-01-22
"Montana State","Home",2015-01-22
"Idaho State","Home",2015-01-22
"E Washington","Home",2015-01-22
"Colorado","Home",2015-01-22
"Idaho","Home",2015-01-22
"Portland","Home",2015-01-22
"San Francisco","Home",2015-01-22
"Cal Poly","Home",2015-01-22
"CS Northridge","Home",2015-01-22
"UCSB","Home",2015-01-22
"Gonzaga","Home",2015-01-22
"Santa Clara","Home",2015-01-22
"Oregon","Home",2015-01-22
"Cal","Home",2015-01-22
"Hawaii","Home",2015-01-22
"VCU","Away",2015-01-23
"Niagara","Away",2015-01-23
"Manhattan","Away",2015-01-23
"Marist","Away",2015-01-23
"Detroit","Away",2015-01-23
"Valparaiso","Away",2015-01-23
"Saint Louis","Home",2015-01-23
"Monmouth","Home",2015-01-23
"Quinnipiac","Home",2015-01-23
"Siena","Home",2015-01-23
"Cleveland State","Home",2015-01-23
"Green Bay","Home",2015-01-23
"Kentucky","Away",2015-01-24
"Iowa","Away",2015-01-24
"Oklahoma State","Away",2015-01-24
"Tulsa","Away",2015-01-24
"Wake Forest","Away",2015-01-24
"DePaul","Away",2015-01-24
"Rutgers","Away",2015-01-24
"Charleston","Away",2015-01-24
"Navy","Away",2015-01-24
"South Dakota","Away",2015-01-24
"Bucknell","Away",2015-01-24
"Jacksonville","Away",2015-01-24
"The Citadel","Away",2015-01-24
"Allen","Away",2015-01-24
"Texas A&M","Away",2015-01-24
"Loyola (CHI)","Away",2015-01-24
"FSU","Away",2015-01-24
"TCU","Away",2015-01-24
"Denver","Away",2015-01-24
"Lehigh","Away",2015-01-24
"Loyola (MD)","Away",2015-01-24
"Akron","Away",2015-01-24
"Kent State","Away",2015-01-24
"Buffalo","Away",2015-01-24
"Stetson","Away",2015-01-24
"FGCU","Away",2015-01-24
"Duquesne","Away",2015-01-24
"Brown","Away",2015-01-24
"Dartmouth","Away",2015-01-24
"Boise State","Away",2015-01-24
"Arkansas","Away",2015-01-24
"Northeastern","Away",2015-01-24
"Kansas","Away",2015-01-24
"Illinois","Away",2015-01-24
"Georgetown","Away",2015-01-24
"St Francis (PA)","Away",2015-01-24
"LA-Lafayette","Away",2015-01-24
"CSU Bakersfield","Away",2015-01-24
"UTEP","Away",2015-01-24
"UTSA","Away",2015-01-24
"Georgia","Away",2015-01-24
"Iowa State","Away",2015-01-24
"S Illinois","Away",2015-01-24
"BYU","Away",2015-01-24
"Miami (OH)","Away",2015-01-24
"Miami (FL)","Away",2015-01-24
"Campbell","Away",2015-01-24
"Presbyterian","Away",2015-01-24
"New Mexico","Away",2015-01-24
"Sacred Heart","Away",2015-01-24
"Robert Morris","Away",2015-01-24
"UCLA","Away",2015-01-24
"Michigan State","Away",2015-01-24
"JMU","Away",2015-01-24
"MD-E Shore","Away",2015-01-24
"Austin Peay","Away",2015-01-24
"E Michigan","Away",2015-01-24
"Liberty","Away",2015-01-24
"LIU Brooklyn","Away",2015-01-24
"McNeese State","Away",2015-01-24
"Coppin State","Away",2015-01-24
"N Arizona","Away",2015-01-24
"North Florida","Away",2015-01-24
"North Dakota","Away",2015-01-24
"Arkansas State","Away",2015-01-24
"Gardner-Webb","Away",2015-01-24
"Old Dominion","Away",2015-01-24
"Appalachian St","Away",2015-01-24
"Incarnate Word","Away",2015-01-24
"SF Austin","Away",2015-01-24
"Morehead State","Away",2015-01-24
"Ga Southern","Away",2015-01-24
"Nicholls State","Away",2015-01-24
"Oklahoma","Away",2015-01-24
"Houston","Away",2015-01-24
"UNC Greensboro","Away",2015-01-24
"Charlotte","Away",2015-01-24
"USC","Away",2015-01-24
"LSU","Away",2015-01-24
"Florida","Away",2015-01-24
"Howard","Away",2015-01-24
"PV A&M","Away",2015-01-24
"Norfolk State","Away",2015-01-24
"Hampton","Away",2015-01-24
"Jackson State","Away",2015-01-24
"Alcorn State","Away",2015-01-24
"UT-Arlington","Away",2015-01-24
"Delaware State","Away",2015-01-24
"Wisconsin","Away",2015-01-24
"Richmond","Away",2015-01-24
"Canisius","Away",2015-01-24
"North Dakota St","Away",2015-01-24
"Bowling Green","Away",2015-01-24
"W Carolina","Away",2015-01-24
"East Tenn St","Away",2015-01-24
"UNC Asheville","Away",2015-01-24
"Seattle","Away",2015-01-24
"Davidson","Away",2015-01-24
"Penn","Away",2015-01-24
"Cornell","Away",2015-01-24
"Nevada","Away",2015-01-24
"Wagner","Away",2015-01-24
"CS Fullerton","Away",2015-01-24
"SE Missouri St","Away",2015-01-24
"UIC","Away",2015-01-24
"Delaware","Away",2015-01-24
"Southern","Away",2015-01-24
"Texas A&M-CC","Away",2015-01-24
"Pacific","Away",2015-01-24
"Missouri State","Away",2015-01-24
"Memphis","Away",2015-01-24
"South Dakota St","Away",2015-01-24
"Grand Canyon","Away",2015-01-24
"LA Tech","Away",2015-01-24
"Southern Miss","Away",2015-01-24
"Utah State","Away",2015-01-24
"Washington St","Away",2015-01-24
"Lamar","Away",2015-01-24
"Murray State","Away",2015-01-24
"Towson","Away",2015-01-24
"Auburn","Away",2015-01-24
"Texas Southern","Away",2015-01-24
"Sacramento St","Away",2015-01-24
"Southern Utah","Away",2015-01-24
"Utah Valley","Away",2015-01-24
"Portland State","Away",2015-01-24
"E Kentucky","Away",2015-01-24
"N Colorado","Away",2015-01-24
"Loyola Mary","Away",2015-01-24
"Saint Mary's","Away",2015-01-24
"San Diego State","Away",2015-01-24
"LBSU","Away",2015-01-24
"UC Riverside","Away",2015-01-24
"Arizona","Away",2015-01-24
"Pepperdine","Away",2015-01-24
"UC Irvine","Away",2015-01-24
"Arizona State","Away",2015-01-24
"South Carolina","Home",2015-01-24
"Purdue","Home",2015-01-24
"Kansas State","Home",2015-01-24
"ECU","Home",2015-01-24
"Clemson","Home",2015-01-24
"Xavier","Home",2015-01-24
"Penn State","Home",2015-01-24
"Drexel","Home",2015-01-24
"Holy Cross","Home",2015-01-24
"IUPUI","Home",2015-01-24
"Boston U","Home",2015-01-24
"N Kentucky","Home",2015-01-24
"VMI","Home",2015-01-24
"Furman","Home",2015-01-24
"Tennessee","Home",2015-01-24
"Indiana State","Home",2015-01-24
"UNC","Home",2015-01-24
"West Virginia","Home",2015-01-24
"Omaha","Home",2015-01-24
"Lafayette","Home",2015-01-24
"Colgate","Home",2015-01-24
"W Michigan","Home",2015-01-24
"Ball State","Home",2015-01-24
"Ohio","Home",2015-01-24
"USC Upstate","Home",2015-01-24
"Kennesaw St","Home",2015-01-24
"G Washington","Home",2015-01-24
"Yale","Home",2015-01-24
"Harvard","Home",2015-01-24
"Air Force","Home",2015-01-24
"Missouri","Home",2015-01-24
"William & Mary","Home",2015-01-24
"Texas","Home",2015-01-24
"Minnesota","Home",2015-01-24
"Marquette","Home",2015-01-24
"Mt St Mary's","Home",2015-01-24
"Georgia State","Home",2015-01-24
"Chicago State","Home",2015-01-24
"Marshall","Home",2015-01-24
"W Kentucky","Home",2015-01-24
"Miss St","Home",2015-01-24
"Texas Tech","Home",2015-01-24
"Evansville","Home",2015-01-24
"San Diego","Home",2015-01-24
"N Illinois","Home",2015-01-24
"Syracuse","Home",2015-01-24
"Winthrop","Home",2015-01-24
"Coast Carolina","Home",2015-01-24
"Wyoming","Home",2015-01-24
"Bryant","Home",2015-01-24
"St Francis (BKN)","Home",2015-01-24
"Oregon","Home",2015-01-24
"Nebraska","Home",2015-01-24
"Hofstra","Home",2015-01-24
"Bethune-Cookman","Home",2015-01-24
"E Illinois","Home",2015-01-24
"Cent Michigan","Home",2015-01-24
"Radford","Home",2015-01-24
"Fair Dickinson","Home",2015-01-24
"Northwestern St","Home",2015-01-24
"NC Central","Home",2015-01-24
"Montana State","Home",2015-01-24
"Lipscomb","Home",2015-01-24
"E Washington","Home",2015-01-24
"Troy","Home",2015-01-24
"Charleston So","Home",2015-01-24
"UAB","Home",2015-01-24
"Texas State","Home",2015-01-24
"Abil Christian","Home",2015-01-24
"Sam Houston","Home",2015-01-24
"Jacksonville St","Home",2015-01-24
"UL Monroe","Home",2015-01-24
"Cent Arkansas","Home",2015-01-24
"Baylor","Home",2015-01-24
"SMU","Home",2015-01-24
"Chattanooga","Home",2015-01-24
"Mid Tennessee","Home",2015-01-24
"Oregon State","Home",2015-01-24
"Vanderbilt","Home",2015-01-24
"Ole Miss","Home",2015-01-24
"Florida A&M","Home",2015-01-24
"Miss Valley St","Home",2015-01-24
"S Carolina St","Home",2015-01-24
"Savannah State","Home",2015-01-24
"Grambling St","Home",2015-01-24
"Alabama State","Home",2015-01-24
"AR-Little Rock","Home",2015-01-24
"NC A&T","Home",2015-01-24
"Michigan","Home",2015-01-24
"Dayton","Home",2015-01-24
"Rider","Home",2015-01-24
"IPFW","Home",2015-01-24
"Toledo","Home",2015-01-24
"Samford","Home",2015-01-24
"Wofford","Home",2015-01-24
"High Point","Home",2015-01-24
"UMKC","Home",2015-01-24
"George Mason","Home",2015-01-24
"Saint Joe's","Home",2015-01-24
"Columbia","Home",2015-01-24
"Fresno State","Home",2015-01-24
"Cent Conn St","Home",2015-01-24
"UCSB","Home",2015-01-24
"UT Martin","Home",2015-01-24
"Youngstown St","Home",2015-01-24
"Elon","Home",2015-01-24
"Alabama A&M","Home",2015-01-24
"New Orleans","Home",2015-01-24
"Gonzaga","Home",2015-01-24
"Bradley","Home",2015-01-24
"Tulane","Home",2015-01-24
"Oral Roberts","Home",2015-01-24
"UT Pan American","Home",2015-01-24
"Rice","Home",2015-01-24
"North Texas","Home",2015-01-24
"UNLV","Home",2015-01-24
"Colorado","Home",2015-01-24
"Houston Baptist","Home",2015-01-24
"SIU-ED","Home",2015-01-24
"UNC-Wilmington","Home",2015-01-24
"Alabama","Home",2015-01-24
"AR-Pine Bluff","Home",2015-01-24
"Weber State","Home",2015-01-24
"Montana","Home",2015-01-24
"New Mexico St","Home",2015-01-24
"Idaho State","Home",2015-01-24
"Tenn Tech","Home",2015-01-24
"Idaho","Home",2015-01-24
"San Francisco","Home",2015-01-24
"Portland","Home",2015-01-24
"Colorado State","Home",2015-01-24
"CS Northridge","Home",2015-01-24
"Cal Poly","Home",2015-01-24
"Cal","Home",2015-01-24
"Santa Clara","Home",2015-01-24
"Hawaii","Home",2015-01-24
"Stanford","Home",2015-01-24
"USF","Away",2015-01-25
"UVA","Away",2015-01-25
"Boston College","Away",2015-01-25
"Indiana","Away",2015-01-25
"Duke","Away",2015-01-25
"Drake","Away",2015-01-25
"St Peter's","Away",2015-01-25
"Fairfield","Away",2015-01-25
"Monmouth","Away",2015-01-25
"Cincinnati","Away",2015-01-25
"Rowan","Away",2015-01-25
"Stony Brook","Away",2015-01-25
"Maine","Away",2015-01-25
"UVM","Away",2015-01-25
"St Bonaventure","Away",2015-01-25
"Seton Hall","Away",2015-01-25
"NJIT","Away",2015-01-25
"Louisville","Away",2015-01-25
"Northern Iowa","Away",2015-01-25
"UMBC","Away",2015-01-25
"Niagara","Away",2015-01-25
"Notre Dame","Away",2015-01-25
"Belmont","Away",2015-01-25
"Creighton","Away",2015-01-25
"Northwestern","Away",2015-01-25
"Washington","Away",2015-01-25
"UConn","Home",2015-01-25
"VT","Home",2015-01-25
"Georgia Tech","Home",2015-01-25
"OSU","Home",2015-01-25
"St John's","Home",2015-01-25
"Wichita State","Home",2015-01-25
"Siena","Home",2015-01-25
"Marist","Home",2015-01-25
"Manhattan","Home",2015-01-25
"UCF","Home",2015-01-25
"Princeton","Home",2015-01-25
"Binghamton","Home",2015-01-25
"Hartford","Home",2015-01-25
"UMass Lowell","Home",2015-01-25
"URI","Home",2015-01-25
"Butler","Home",2015-01-25
"South Alabama","Home",2015-01-25
"Pitt","Home",2015-01-25
"Illinois State","Home",2015-01-25
"Albany","Home",2015-01-25
"Iona","Home",2015-01-25
"NC State","Home",2015-01-25
"Tennessee St","Home",2015-01-25
"Villanova","Home",2015-01-25
"Maryland","Home",2015-01-25
"Utah","Home",2015-01-25
"Syracuse","Away",2015-01-26
"Army","Away",2015-01-26
"High Point","Away",2015-01-26
"Cleveland State","Away",2015-01-26
"Wright State","Away",2015-01-26
"Delaware State","Away",2015-01-26
"Nicholls State","Away",2015-01-26
"Howard","Away",2015-01-26
"Hampton","Away",2015-01-26
"Coppin State","Away",2015-01-26
"Sam Houston","Away",2015-01-26
"Cent Arkansas","Away",2015-01-26
"McNeese State","Away",2015-01-26
